customer_tweet_id,customer_author_id,customer_created_at,customer_text,brand_tweet_id,brand_account,brand_created_at,brand_reply,brand_response_tweet_id
1002193,357232,Fri Oct 13 19:57:06 +0000 2017,@airtel_care I am having problem browsing wit ur network due to bad service.,1002192,airtel_care,Sun Oct 22 14:30:19 +0000 2017,"@357232 Hello, Please state the affected number and device type for assistance. Thank you for choosing Airtel.",
1002226,306409,Wed Oct 11 19:25:18 +0000 2017,@airtel_care would lead to credit deduction. Please I want you to help me cancel all services that has been activated 2/2,1002225,airtel_care,Thu Oct 12 06:03:19 +0000 2017,"@306409 Hello @306409, please provide the affected mobile number via DM for checks and assistance. Thank you. ^ANopo",
1002837,357380,Wed Oct 11 17:30:57 +0000 2017,"@airtel_care please my line enter PUK and i hv lost the sim pack. Kindly help me in retrieving my line.
Thanks",1002836,airtel_care,Thu Oct 12 06:22:10 +0000 2017,@357380 paid for data or social bundle via DM for further assistance. Thank you for choosing AIRTEL. ^ANopo (2/2),
1002837,357380,Wed Oct 11 17:30:57 +0000 2017,"@airtel_care please my line enter PUK and i hv lost the sim pack. Kindly help me in retrieving my line.
Thanks",1002838,airtel_care,Thu Oct 12 06:22:10 +0000 2017,"@357380 Hello @357380, kindly provide the affected mobile number, last recharge, swap history within the last 12 months and the amount (1/2)",
1003343,357501,Sat Oct 14 12:28:50 +0000 2017,@airtel_care done,1003345,airtel_care,Sat Oct 14 16:10:06 +0000 2017,@357501 assistance. Thank you. ^Osebi. (2/2),
1003343,357501,Sat Oct 14 12:28:50 +0000 2017,@airtel_care done,1003346,airtel_care,Sat Oct 14 16:10:06 +0000 2017,@357501 Checks show that there was no such activation on the stated mobile number. Please provide the date or period of activation for prompt (1/2),
1003344,357501,Fri Oct 13 19:49:54 +0000 2017,@airtel_care just sent a DM kindly address my issues,1003342,airtel_care,Sat Oct 14 12:26:21 +0000 2017,"@357501 Hello @357501, please share your mobile number via DM for checks and assistance. Thank you. ^Osebi.",1003343
1005941,307405,Thu Oct 12 04:48:20 +0000 2017,"@airtel_care dupe me! Instead of renewing my 1Gb android that expired yesterday, you renewed unlimited social that expired last week. #angry",1005940,airtel_care,Thu Oct 12 08:34:32 +0000 2017,"@307405 Hello, please state the affected number for assistance. Thank you.
^JC",
1010027,358989,Sun Oct 08 18:15:16 +0000 2017,"@airtel_care Dear airtel, I want to retrieve my stolen airtel Sim card which I bought already registered.",1010028,airtel_care,Thu Oct 12 11:04:05 +0000 2017,"@358989 Hello, Please visit the nearest Airtel showroom for assistance with the swap. Please visit https://t.co/nefb7ORSoW to view our (1/2)",
1010027,358989,Sun Oct 08 18:15:16 +0000 2017,"@airtel_care Dear airtel, I want to retrieve my stolen airtel Sim card which I bought already registered.",1010026,airtel_care,Thu Oct 12 11:04:05 +0000 2017,@358989 showroom locations (2/2),
1015202,120396,Sat Oct 14 15:15:29 +0000 2017,@airtel_care @117128 @61455.@10152 - You are set up auto email for this content or what ? Every time i am getting this statement and after 000,1015203,airtel_care,Sat Oct 14 16:50:32 +0000 2017,"@120396 @117128 Hello @117128, kindly assist with stated issue. Thank you. ^Osebi.",
1015204,120396,Sat Oct 14 14:35:03 +0000 2017,@airtel_care @120601 @117128 Worst customer service from airtel...Airtel cheating many customers like that,1015209,airtel_care,Sat Oct 14 15:57:15 +0000 2017,"@120396 @120601 @117128 Hello @117128, kindly assist with stated issue. Thank you. ^Osebi.",
1015204,120396,Sat Oct 14 14:35:03 +0000 2017,@airtel_care @120601 @117128 Worst customer service from airtel...Airtel cheating many customers like that,1015208,airtel_care,Sat Oct 14 15:03:17 +0000 2017,"@120396 @117128 Hello @117128, kindly assist with stated issue. Thank you. ^Osebi.",
